time	m1	m2	count_detected	scorecolor	score1	score2
5.60838770866394	8	7	3	0.4	0.14532777777777772	0.4890763888888889
5.392366647720337	8	2	1	0.2	0.026736805555555576	0.14178680555555556
5.4034342765808105	12	4	0	0.0	0.060040972222222266	0.19143958333333333
5.423010587692261	12	0	0	0.0	0.026284722222222223	0.18573055555555557
5.751462697982788	8	7	3	0.4	0.14532777777777772	0.4890763888888889
5.742772340774536	8	2	1	0.2	0.026736805555555576	0.14178680555555556
5.43744158744812	12	4	0	0.0	0.060040972222222266	0.19143958333333333
5.501049757003784	12	0	0	0.0	0.026284722222222223	0.18573055555555557
6.136760234832764	8	7	3	0.4	0.14532777777777772	0.4890763888888889
6.1282713413238525	12	4	0	0.0	0.060040972222222266	0.19143958333333333
6.158770799636841	8	2	1	0.2	0.026736805555555576	0.14178680555555556
5.449410438537598	12	0	0	0.0	0.026284722222222223	0.18573055555555557
6.42173957824707	8	7	3	0.4	0.14532777777777772	0.4890763888888889
6.434341669082642	12	4	0	0.0	0.060040972222222266	0.19143958333333333
6.503278493881226	8	2	1	0.2	0.026736805555555576	0.14178680555555556
6.494086742401123	12	0	0	0.0	0.026284722222222223	0.18573055555555557
6.50531792640686	8	2	1	0.2	0.026736805555555576	0.14178680555555556
6.553848743438721	8	7	3	0.4	0.14532777777777772	0.4890763888888889
6.510066032409668	12	4	0	0.0	0.060040972222222266	0.19143958333333333
6.473686218261719	12	0	0	0.0	0.026284722222222223	0.18573055555555557
6.5498175621032715	8	2	1	0.2	0.026736805555555576	0.14178680555555556
6.625219345092773	8	7	3	0.4	0.14532777777777772	0.4890763888888889
6.564986228942871	12	4	0	0.0	0.060040972222222266	0.19143958333333333
6.517310619354248	12	0	0	0.0	0.026284722222222223	0.18573055555555557
6.375123500823975	8	2	1	0.2	0.026736805555555576	0.14178680555555556
6.491896867752075	12	0	0	0.0	0.026284722222222223	0.18573055555555557
6.6170172691345215	8	7	3	0.4	0.14532777777777772	0.4890763888888889
6.5686421394348145	12	4	0	0.0	0.060040972222222266	0.19143958333333333
6.2195281982421875	12	4	0	0.0	0.060040972222222266	0.19143958333333333
6.403142929077148	8	7	3	0.4	0.14532777777777772	0.4890763888888889
6.407479286193848	8	2	1	0.2	0.026736805555555576	0.14178680555555556
6.403117656707764	12	0	0	0.0	0.026284722222222223	0.18573055555555557
